ticker,total ESG score,,,,,
TMO,14,,,,,
BBY,14,,,,,
MHK,14,,,,,
LEG,14,,,,,
LRCX,14,,,,,
ADP,14,,,,,
TJX,14,,,,,
TGNA,14,,,,,
TPR,14,,,,,
MSI,14,,,,,
EXR,14,,,,,
NWL,14,,,,,
SPGI,14,,,,,
CTSH,14,,,,,
WU,14,,,,,
PANW,14,,,,,
HST,14,,,,,
TSCO,14,,,,,
TTWO,14,,,,,
RDFN,14,,,,,
APEI,13.9,,,,,
MCFT,13.9,,,,,
LZB,13.9,,,,,
THRM,13.8,,,,,
MOV,13.8,,,,,
ASGN,13.8,,,,,
LSI,13.7,,,,,
OFC,13.7,,,,,
OI,13.7,,,,,
ATR,13.6,,,,,
GHC,13.6,,,,,
TNET,13.6,,,,,
REZI,13.5,,,,,
HOFT,13.5,,,,,
STAG,13.5,,,,,
HRB,13.5,,,,,
ABG,13.5,,,,,
ETD,13.5,,,,,
CMLS,13.5,,,,,
GPI,13.4,,,,,
CRI,13.4,,,,,
SAFE,13.3,,,,,
NOVT,13.3,,,,,
HIW,13.3,,,,,
AEO,13.2,,,,,
THRY,13.2,,,,,
COLM,13.2,,,,,
CVNA,13.1,,,,,
NVDA,13,,,,,
AAP,13,,,,,
ESS,13,,,,,
LEA,13,,,,,
CCI,13,,,,,
DRE,13,,,,,
KSS,13,,,,,
HSIC,13,,,,,
ANSS,13,,,,,
CRM,13,,,,,
LKQ,13,,,,,
HD,13,,,,,
BWA,13,,,,,
VFC,13,,,,,
VTR,13,,,,,
TRMB,13,,,,,
RL,13,,,,,
ORLY,13,,,,,
MTD,13,,,,,
GPC,13,,,,,
WDAY,13,,,,,
SNPS,13,,,,,
MUSA,13,,,,,
PKE,13,,,,,
MPX,13,,,,,
HQI,13,,,,,
DECK,13,,,,,
SNBR,12.9,,,,,
CRMT,12.8,,,,,
POOL,12.8,,,,,
PLCE,12.8,,,,,
PDM,12.7,,,,,
CHS,12.7,,,,,
BBSI,12.7,,,,,
TUP,12.6,,,,,
USFD,12.6,,,,,
IVT,12.5,,,,,
HSII,12.5,,,,,
NL,12.5,,,,,
CGNX,12.5,,,,,
LAD,12.4,,,,,
PAG,12.3,,,,,
FTDR,12.3,,,,,
NYT,12.3,,,,,
HASI,12.3,,,,,
ZBRA,12.3,,,,,
FN,12.2,,,,,
AGYS,12.1,,,,,
BHLB,12.1,,,,,
CAH,12,,,,,
ABC,12,,,,,
IPGP,12,,,,,
EQIX,12,,,,,
CDNS,12,,,,,
HPE,12,,,,,
KMX,12,,,,,
ADBE,12,,,,,
MSCI,12,,,,,
MAC,12,,,,,
AMAT,12,,,,,
NDAQ,12,,,,,
CSCO,12,,,,,
SBAC,12,,,,,
BXP,12,,,,,
SYY,12,,,,,
UDR,12,,,,,
LDOS,12,,,,,
ST,12,,,,,
WELL,12,,,,,
CI,12,,,,,
BRX,12,,,,,
WSM,12,,,,,
STAA,12,,,,,
YETI,12,,,,,
RMAX,12,,,,,
MEI,11.8,,,,,
MNRO,11.8,,,,,
ATGE,11.8,,,,,
NSIT,11.7,,,,,
KRC,11.7,,,,,
ITRI,11.6,,,,,
ESRT,11.5,,,,,
SANM,11.5,,,,,
EGP,11.5,,,,,
SNX,11.5,,,,,
CTS,11.2,,,,,
GOLF,11.2,,,,,
MKSI,11.2,,,,,
CNNE,11.1,,,,,
HPQ,11,,,,,
LOW,11,,,,,
WDC,11,,,,,
REG,11,,,,,
STX,11,,,,,
PII,11,,,,,
EQR,11,,,,,
MCO,11,,,,,
AZO,11,,,,,
AMT,11,,,,,
AVB,11,,,,,
ILMN,11,,,,,
APD,11,,,,,
NSP,11,,,,,
CIX,11,,,,,
JBL,10.9,,,,,
BMI,10.9,,,,,
OPEN,10.9,,,,,
PGRE,10.8,,,,,
CHGG,10.7,,,,,
BDN,10.7,,,,,
RYN,10.7,,,,,
KFRC,10.7,,,,,
MMI,10.7,,,,,
TPL,10.5,,,,,
SCSC,10.1,,,,,
MAN,10,,,,,
EA,10,,,,,
AVT,10,,,,,
ACN,10,,,,,
PEAK,10,,,,,
ARW,10,,,,,
CCK,10,,,,,
KFY,9.6,,,,,
PLXS,9.5,,,,,
LVO,9.1,,,,,
RGLD,9.1,,,,,
HAS,9,,,,,
CDW,9,,,,,
RHI,9,,,,,
KEYS,9,,,,,
HNI,9,,,,,
TBI,9,,,,,
MLKN,8.7,,,,,
CMPR,8.5,,,,,
LIN,8.2,,,,,
EBF,8.2,,,,,
TTMI,8,,,,,
ACCO,7.9,,,,,
OLED,7.6,,,,,
KBAL,7.1,,,,,
JLL,7,,,,,
CBRE,7,,,,,
TILE,6.8,,,,,
DLX,6.7,,,,,
FLEX,6,,,,,
BRC,5,,,,,
SCS,4.4,,,,,
CYCA,,,,,,
EMYB,,,,,,
NOVA,,,,,,
OZSC,,,,,,
IMUN,,,,,,
CYXT,,,,,,
AMS,,,,,,
URG,,,,,,
PBIO,,,,,,
MRMD,,,,,,
RNGR,,,,,,
CEMI,,,,,,
GRHI,,,,,,
DYAI,,,,,,
ESOA,,,,,,
VYND,,,,,,
NWCN,,,,,,
FDCT,,,,,,
CBFV,,,,,,
PME,,,,,,
RUN,,,,,,
NCPL,,,,,,
WLYW,,,,,,
FRFR,,,,,,
RDGA,,,,,,
ASYS,,,,,,
HSTO,,,,,,
WHEN,,,,,,
GROW,,,,,,
LFER,,,,,,
MED,,,,,,
QDMI,,,,,,
TSE,,,,,,
IPTK,,,,,,
BDR,,,,,,
CNNA,,,,,,
TCRI,,,,,,
FORM,,,,,,
ESTA,,,,,,
PVCT,,,,,,
SCKT,,,,,,
CLTS,,,,,,
CASI,,,,,,
NET,,,,,,
WAYS,,,,,,
GCAN,,,,,,
BTTR,,,,,,
USIO,,,,,,
GRNQ,,,,,,
PULM,,,,,,
SEB,,,,,,
ZEST,,,,,,
NTIP,,,,,,
CCTC,,,,,,
WSFT,,,,,,
RAHGF,,,,,,
TXCB,,,,,,
CENBF,,,,,,
HBIA,,,,,,
NHLE,,,,,,
DENR,,,,,,
QWTR,,,,,,
OPBK,,,,,,
ABML,,,,,,
VRUS,,,,,,
ARNA,,,,,,
CFRX,,,,,,
PUGE,,,,,,
PI,,,,,,
APTS,,,,,,
SLS,,,,,,
AUGG,,,,,,
ASTC,,,,,,
ELYS,,,,,,
RWLK,,,,,,
OTLC,,,,,,
GBCS,,,,,,
NIOBF,,,,,,
PING,,,,,,
CCOB,,,,,,
CMTV,,,,,,
CPIX,,,,,,
BY,,,,,,
RAIL,,,,,,
RVP,,,,,,
SPIN,,,,,,
GHSI,,,,,,
RELL,,,,,,
GNBT,,,,,,
ATCC,,,,,,
LINK,,,,,,
ALT,,,,,,
SPUP,,,,,,
MOST,,,,,,
PCNT,,,,,,
AVEO,,,,,,
FPAY,,,,,,
BLPG,,,,,,
DROP,,,,,,
CXDO,,,,,,
ISR,,,,,,
ECOR,,,,,,
EPM,,,,,,
EPGG,,,,,,
AXIM,,,,,,
ELS,,,,,,
AURI,,,,,,
PFHO,,,,,,
GEOS,,,,,,
FRD,,,,,,
ARGQ,,,,,,
VIRI,,,,,,
INVU,,,,,,
TGHI,,,,,,
PUBC,,,,,,
PMPG,,,,,,
IVFH,,,,,,
EDUC,,,,,,
FKWL,,,,,,
MGOM,,,,,,
COFS,,,,,,
SVT,,,,,,
GDNSF,,,,,,
BHE,,,,,,
CCEL,,,,,,
GJCU,,,,,,
ISDR,,,,,,
BDRY,,,,,,
LMST,,,,,,
LOGI,,,,,,
GRAY,,,,,,
FONR,,,,,,
VTNA,,,,,,
VNJA,,,,,,
GLG,,,,,,
PSIX,,,,,,
MP,,,,,,
GDSI,,,,,,
TGRO,,,,,,
PMD,,,,,,
OMWS,,,,,,
FMAO,,,,,,
NPTN,,,,,,
VVOS,,,,,,
VEII,,,,,,
FDOC,,,,,,
HSON,,,,,,
STMH,,,,,,
EQUR,,,,,,
BCLI,,,,,,
HGLD,,,,,,
LVVV,,,,,,
EPSN,,,,,,
PPIH,,,,,,
VYNE,,,,,,
SGLY,,,,,,
SODI,,,,,,
SNNC,,,,,,
JAGX,,,,,,
PALL,,,,,,
PBPB,,,,,,
CGLO,,,,,,
BTZI,,,,,,
BWFG,,,,,,
TLCC,,,,,,
ITOX,,,,,,
DLOC,,,,,,
ALYE,,,,,,
KNTK,,,,,,
SAML,,,,,,
JRSS,,,,,,
WVFC,,,,,,
ALIM,,,,,,
PZG,,,,,,
CVLY,,,,,,
BTN,,,,,,
GLUC,,,,,,
DYSL,,,,,,
NCRA,,,,,,
AGFS,,,,,,
QBIO,,,,,,
TDNT,,,,,,
ABEO,,,,,,
CDIX,,,,,,
TSSI,,,,,,
INPX,,,,,,
ATRX,,,,,,
FARM,,,,,,
PMTS,,,,,,
LQMT,,,,,,
OVID,,,,,,
VNCE,,,,,,
KBRS,,,,,,
SINT,,,,,,
PRSO,,,,,,
ATAO,,,,,,
BIMI,,,,,,
NVFY,,,,,,
CRCW,,,,,,
GTVI,,,,,,
DNAX,,,,,,
IVAC,,,,,,
PTAM,,,,,,
PLSI,,,,,,
SRAX,,,,,,
DYNT,,,,,,
CWBR,,,,,,
CYBF,,,,,,
CNCE,,,,,,
YAYO,,,,,,
ID,,,,,,
JSDA,,,,,,
YUMAQ,,,,,,
FNGR,,,,,,
CYRN,,,,,,
BIVI,,,,,,
ARKR,,,,,,
RBNW,,,,,,
USL,,,,,,
TXHG,,,,,,
ABTX,,,,,,
HITC,,,,,,
NDVN,,,,,,
ODTC,,,,,,
MAXD,,,,,,
CSWC,,,,,,
NC,,,,,,
MNIZ,,,,,,
FFNTF,,,,,,
LYTS,,,,,,
AVLR,,,,,,
GMEV,,,,,,
CWGL,,,,,,
FSTJ,,,,,,
MMNT,,,,,,
PSSR,,,,,,
AEI,,,,,,
KRBP,,,,,,
WLMS,,,,,,
SOWG,,,,,,
NEIK,,,,,,
PZOO,,,,,,
CXDC,,,,,,
DPWW,,,,,,
PCYN,,,,,,
ZUUS,,,,,,
CRTX,,,,,,
GFOO,,,,,,
SIVR,,,,,,
ACER,,,,,,
DXR,,,,,,
AWX,,,,,,
ADAD,,,,,,
MANT,,,,,,
PFIE,,,,,,
EMED,,,,,,
GRMC,,,,,,
USDR,,,,,,
FCCN,,,,,,
FVTI,,,,,,
ASRV,,,,,,
BKSC,,,,,,
MCHX,,,,,,
ICNB,,,,,,
MLYF,,,,,,
GMTX,,,,,,
DGWR,,,,,,
IPDN,,,,,,
QUAD,,,,,,
CULP,,,,,,
GHLD,,,,,,
STSC,,,,,,
SMIT,,,,,,
POLA,,,,,,
MAGE,,,,,,
EZOO,,,,,,
TKAT,,,,,,
USAU,,,,,,
FXF,,,,,,
BLMS,,,,,,
ETHE,,,,,,
DQWS,,,,,,
RDGL,,,,,,
ALRT,,,,,,
EAST,,,,,,
INBP,,,,,,
ADMG,,,,,,
PGOL,,,,,,
PDSB,,,,,,
LARK,,,,,,
EML,,,,,,
SVBL,,,,,,
LDSN,,,,,,
LOV,,,,,,
SFE,,,,,,
ELSE,,,,,,
IFMK,,,,,,
MTEX,,,,,,
LIFE,,,,,,
ETON,,,,,,
CFFI,,,,,,
BLSA,,,,,,
LTBR,,,,,,
MNVN,,,,,,
IKT,,,,,,
ANTM,,,,,,
PFBX,,,,,,
JFIL,,,,,,
CLOK,,,,,,
SNWV,,,,,,
FRZT,,,,,,
DBA,,,,,,
LXAM,,,,,,
THMG,,,,,,
ALCO,,,,,,
RH,,,,,,
HYBT,,,,,,
GGROU,,,,,,
WCUI,,,,,,
TBNK,,,,,,
EXTN,,,,,,
TCDA,,,,,,
TSBK,,,,,,
GAN,,,,,,
CNFN,,,,,,
SPGX,,,,,,
FKST,,,,,,
RLBY,,,,,,
SNDA,,,,,,
AGE,,,,,,
ASMB,,,,,,
VFF,,,,,,
DLPN,,,,,,
MOTS,,,,,,
UNTY,,,,,,
CLIS,,,,,,
SNMP,,,,,,
ONCS,,,,,,
BRFH,,,,,,
UBIA,,,,,,
REED,,,,,,
PHAS,,,,,,
NXTP,,,,,,
RIVX,,,,,,
CGSI,,,,,,
SALM,,,,,,
ARGC,,,,,,
XERS,,,,,,
NTIC,,,,,,
BITW,,,,,,
ELA,,,,,,
CSBR,,,,,,
YMTX,,,,,,
GFMH,,,,,,
LSMG,,,,,,
HWBK,,,,,,
KNIT,,,,,,
BHLL,,,,,,
ABCP,,,,,,
ISUN,,,,,,
UOLI,,,,,,
AMRN,,,,,,
DIAH,,,,,,
CMT,,,,,,
CVT,,,,,,
AHFD,,,,,,
MINM,,,,,,
DLYT,,,,,,
DTII,,,,,,
BNO,,,,,,
NNVC,,,,,,
AIRI,,,,,,
PAYD,,,,,,
VPLM,,,,,,
VSPC,,,,,,
TFFP,,,,,,
USAK,,,,,,
JRVS,,,,,,
CVEO,,,,,,
FNAM,,,,,,
SNYR,,,,,,
FSRL,,,,,,
PHIO,,,,,,
CYDY,,,,,,
ELTP,,,,,,
APEN,,,,,,
CUII,,,,,,
GBLI,,,,,,
MNDT,,,,,,
NINK,,,,,,
COOP,,,,,,
PROV,,,,,,
NBY,,,,,,
DIGP,,,,,,
VRDN,,,,,,
THCC,,,,,,
FEIM,,,,,,
STAL,,,,,,
GSRX,,,,,,
RGUS,,,,,,
FBIZ,,,,,,
TUEM,,,,,,
MMTRS,,,,,,
EPZM,,,,,,
OSS,,,,,,
BIIO,,,,,,
RBSH,,,,,,
COHN,,,,,,
PMCB,,,,,,
HSDT,,,,,,
CODX,,,,,,
XTGRF,,,,,,
TMQ,,,,,,
DGLY,,,,,,
ALNA,,,,,,
NUKK,,,,,,
TGLO,,,,,,
HGBL,,,,,,
BOMH,,,,,,
KSPN,,,,,,
ISSC,,,,,,
CCNC,,,,,,
OPHC,,,,,,
ACCA,,,,,,
FVAM,,,,,,
MDXL,,,,,,
BCII,,,,,,
EFSH,,,,,,
PFIN,,,,,,
CRKR,,,,,,
HSTI,,,,,,
FFLO,,,,,,
MCVT,,,,,,
INM,,,,,,
SBOW,,,,,,
TECTP,,,,,,
INIS,,,,,,
CBAN,,,,,,
NSAV,,,,,,
RGRX,,,,,,
LRDG,,,,,,
TOMDF,,,,,,
GRSO,,,,,,
MIGI,,,,,,
BLYQ,,,,,,
WECT,,,,,,
XNDA,,,,,,
GBTC,,,,,,
BIXT,,,,,,
ATVK,,,,,,
IPWR,,,,,,
CABA,,,,,,
PPSI,,,,,,
ABCE,,,,,,
ZUO,,,,,,
LAAB,,,,,,
GPFT,,,,,,
IONI,,,,,,
SNTW,,,,,,
VASO,,,,,,
EMAN,,,,,,
RBKB,,,,,,
ASFT,,,,,,
MRBK,,,,,,
PPHI,,,,,,
PSTG,,,,,,
WWR,,,,,,
OMTK,,,,,,
CCCS,,,,,,
CONC,,,,,,
NUZE,,,,,,
ONDS,,,,,,
MFON,,,,,,
AATC,,,,,,
AGGG,,,,,,
CERN,,,,,,
BLGO,,,,,,
CRVS,,,,,,
PBSV,,,,,,
CNCN,,,,,,
MXC,,,,,,
SUMR,,,,,,
WNEB,,,,,,
JOB,,,,,,
RLGY,,,,,,
RSLS,,,,,,
AAAU,,,,,,
TCON,,,,,,
BBLS,,,,,,
IOR,,,,,,
AIM,,,,,,
RGCO,,,,,,
CANN,,,,,,
FSTX,,,,,,
HMTV,,,,,,
ICD,,,,,,
PWCO,,,,,,
APT,,,,,,
GCP,,,,,,
MNGG,,,,,,
AFOM,,,,,,
BSGM,,,,,,
LBTD,,,,,,
DMAC,,,,,,
KSSH,,,,,,
PTOI,,,,,,
ENSV,,,,,,
SELF,,,,,,
GHMP,,,,,,
AEMD,,,,,,
EVK,,,,,,
AZYO,,,,,,
NNUP,,,,,,
NVGT,,,,,,
HVBC,,,,,,
DTLA-P,,,,,,
RMED,,,,,,
ATNM,,,,,,
MN,,,,,,
XCUR,,,,,,
PGTK,,,,,,
WTT,,,,,,
AIMD,,,,,,
GXXM,,,,,,
ODII,,,,,,
ANVS,,,,,,
ACC,,,,,,
SMGI,,,,,,
QRON,,,,,,
MRAM,,,,,,
IRIX,,,,,,
LIQT,,,,,,
SEAV,,,,,,
TKOI,,,,,,
KDCE,,,,,,
KALO,,,,,,
AUTO,,,,,,
PBIP,,,,,,
RVLP,,,,,,
UCLE,,,,,,
UBFO,,,,,,
MJHI,,,,,,
BOTH,,,,,,
PCTL,,,,,,
MRZM,,,,,,
CMPI,,,,,,
SIGN,,,,,,
SAMG,,,,,,
GSIT,,,,,,
IWAL,,,,,,
TREC,,,,,,
TNRG,,,,,,
VIHD,,,,,,
INLX,,,,,,
MTNB,,,,,,
TSOI,,,,,,
MCOA,,,,,,
DLHC,,,,,,
ECIA,,,,,,
BUUZ,,,,,,
ITDN,,,,,,
BLAB,,,,,,
OWCP,,,,,,
DBS,,,,,,
SEAC,,,,,,
GIFI,,,,,,
VIVC,,,,,,
FXA,,,,,,
RTON,,,,,,
ASKH,,,,,,
QUMU,,,,,,
CNR,,,,,,
CRAWA,,,,,,
CRYO,,,,,,
CODA,,,,,,
IWSH,,,,,,
CTHR,,,,,,
MAPT,,,,,,
FRAF,,,,,,
SDPI,,,,,,
GKIT,,,,,,
KWBT,,,,,,
LGMK,,,,,,
TJBH,,,,,,
IRNS,,,,,,
FSI,,,,,,
CHMG,,,,,,
RGLS,,,,,,
OTTV,,,,,,
FCAP,,,,,,
SIEB,,,,,,
GHM,,,,,,
IMAHF,,,,,,
PLFX,,,,,,
SGMA,,,,,,
FNWD,,,,,,
TLRS,,,,,,
PFHD,,,,,,
CALB,,,,,,
HDVY,,,,,,
TPIA,,,,,,
HYEX,,,,,,
QURT,,,,,,
IRCC,,,,,,
INTG,,,,,,
AIKI,,,,,,
BICX,,,,,,
GTHP,,,,,,
CCMP,,,,,,
BENH,,,,,,
SKKY,,,,,,
ASTI,,,,,,
SITOQ,,,,,,
YUMM,,,,,,
DSNY,,,,,,
LEAI,,,,,,
AXLA,,,,,,
LUB,,,,,,
MTCR,,,,,,
ZSAN,,,,,,
BKGM,,,,,,
VXIT,,,,,,
MDEX,,,,,,
ISBA,,,,,,
GDLC,,,,,,
CTT,,,,,,
AWON,,,,,,
CHGI,,,,,,
KLDI,,,,,,
GYST,,,,,,
TOGL,,,,,,
PRPO,,,,,,
IDN,,,,,,
BRST,,,,,,
NAUT,,,,,,
GNRV,,,,,,
USBL,,,,,,
BONZ,,,,,,
APTX,,,,,,
ONVO,,,,,,
PIRS,,,,,,
VTVT,,,,,,
PLAG,,,,,,
ITHUF,,,,,,
KFFB,,,,,,
MJNE,,,,,,
HFUS,,,,,,
ARRT,,,,,,
CDXI,,,,,,
LPTV,,,,,,
CBKM,,,,,,
ATXI,,,,,,
ELY,,,,,,
GMGI,,,,,,
QSMG,,,,,,
MRIN,,,,,,
GSFI,,,,,,
VIRC,,,,,,
CLEV,,,,,,
DCAC,,,,,,
CRDV,,,,,,
ZYJT,,,,,,
LFVN,,,,,,
IPIX,,,,,,
ECOX,,,,,,
MYMX,,,,,,
NXTC,,,,,,
GSTX,,,,,,
HENC,,,,,,
RDAR,,,,,,
ICCT,,,,,,
KTCC,,,,,,
AASP,,,,,,
NIHK,,,,,,
FLCX,,,,,,
AVMR,,,,,,
BSSP,,,,,,
LOGC,,,,,,
ORGS,,,,,,
CAAS,,,,,,
GSKY,,,,,,
ADMT,,,,,,
SHMP,,,,,,
OTTW,,,,,,
MMMM,,,,,,
RTTO,,,,,,
SGBI,,,,,,
OCC,,,,,,
TPTX,,,,,,
SOFO,,,,,,
ETCK,,,,,,
UFAB,,,,,,
UNIR,,,,,,
HPMM,,,,,,
SMED,,,,,,
WHLT,,,,,,
FGCO,,,,,,
QSEP,,,,,,
CLCN,,,,,,
PRCX,,,,,,
AFBI,,,,,,
ACMC,,,,,,
SSY,,,,,,
AGHC,,,,,,
GOED,,,,,,
HIGR,,,,,,
BCRD,,,,,,
ADMA,,,,,,
RSSS,,,,,,
SIGO,,,,,,
ANSU,,,,,,
SOTK,,,,,,
TPHS,,,,,,
EOSS,,,,,,
QPRC,,,,,,
WRAP,,,,,,
ELMD,,,,,,
EXNN,,,,,,
KNDI,,,,,,
PFS,,,,,,
MHPC,,,,,,
NGS,,,,,,
SUNL,,,,,,
WOLV,,,,,,
UNEQ,,,,,,
BDL,,,,,,
EACO,,,,,,
DLTI,,,,,,
TMRC,,,,,,
ARAV,,,,,,
BNKL,,,,,,
GALT,,,,,,
VRVR,,,,,,
HMN,,,,,,
OPXS,,,,,,
STON,,,,,,
RVIV,,,,,,
UNG,,,,,,
AGFY,,,,,,
MBII,,,,,,
OGEN,,,,,,
PMHG,,,,,,
CLUBQ,,,,,,
MGHL,,,,,,
PTPI,,,,,,
SNGX,,,,,,
FRHC,,,,,,
LLNW,,,,,,
GPLB,,,,,,
ESSA,,,,,,
SRRE,,,,,,
FUST,,,,,,
REAC,,,,,,
NBIO,,,,,,
CDJM,,,,,,
TRXO,,,,,,
PXLW,,,,,,
LOAN,,,,,,
SIOX,,,,,,
ADGO,,,,,,
LJPC,,,,,,
NLBS,,,,,,
ARL,,,,,,
GLTO,,,,,,
HWIN,,,,,,
NCSM,,,,,,
ATMS,,,,,,
FDBL,,,,,,
SONM,,,,,,
BKUH,,,,,,
NP,,,,,,
UAN,,,,,,
LGYV,,,,,,
CSUI,,,,,,
IVDN,,,,,,
USEG,,,,,,
NNAX,,,,,,
SWGI,,,,,,
AOXY,,,,,,
EVFM,,,,,,
RIVU,,,,,,
LKAI,,,,,,
RMO,,,,,,
ASCK,,,,,,
UGHB,,,,,,
ELRE,,,,,,
PURT,,,,,,
SYNL,,,,,,
CTGO,,,,,,
SGOL,,,,,,
ECOM,,,,,,
BSBK,,,,,,
WAVD,,,,,,
XSNX,,,,,,
NUVR,,,,,,
SHWZ,,,,,,
NWBO,,,,,,
FET,,,,,,
VNRX,,,,,,
GCEH,,,,,,
PXPP,,,,,,
FNRN,,,,,,
BIOC,,,,,,
ALR,,,,,,
FLXT,,,,,,
ZPAS,,,,,,
SKYE,,,,,,
IHT,,,,,,
AINC,,,,,,
NANX,,,,,,
NBRV,,,,,,
SUM,,,,,,
PACV,,,,,,
OTIC,,,,,,
OOGI,,,,,,
PVNC,,,,,,
QBAK,,,,,,
BTIM,,,,,,
SYPR,,,,,,
HCMC,,,,,,
RMSL,,,,,,
AREN,,,,,,
NHMD,,,,,,
AUMN,,,,,,
LYRA,,,,,,
ETCG,,,,,,
OSG,,,,,,
SNPW,,,,,,
AUSI,,,,,,
VERO,,,,,,
MUSS,,,,,,
EFSI,,,,,,
AMCT,,,,,,
VYGR,,,,,,
VBIX,,,,,,
AYRO,,,,,,
LTES,,,,,,
LTGJ,,,,,,
FFNW,,,,,,
CKX,,,,,,
BAR,,,,,,
TACT,,,,,,
HURC,,,,,,
IDRA,,,,,,
TREN,,,,,,
MSYN,,,,,,
ODYY,,,,,,
QHYG,,,,,,
WEYS,,,,,,
TMBR,,,,,,
SBFG,,,,,,
UBCP,,,,,,
SCPS,,,,,,
IEHC,,,,,,
SING,,,,,,
ARAO,,,,,,
YRIV,,,,,,
AVA,,,,,,
SFDL,,,,,,
SMPR,,,,,,
BOXS,,,,,,
AIVI,,,,,,
NBSE,,,,,,
KGJI,,,,,,
PTN,,,,,,
VTNR,,,,,,
CGRN,,,,,,
FERL,,,,,,
BWVI,,,,,,
PGAI,,,,,,
SYSX,,,,,,
DGL,,,,,,
JCTCF,,,,,,
AHNR,,,,,,
VKIN,,,,,,
XL,,,,,,
TOMZ,,,,,,
LWLG,,,,,,
DREM,,,,,,
DUSYF,,,,,,
GNCA,,,,,,
BXRX,,,,,,
NVIV,,,,,,
LUVU,,,,,,
BRLL,,,,,,
MIST,,,,,,
FXY,,,,,,
TNLX,,,,,,
WHG,,,,,,
WHLM,,,,,,
NPHC,,,,,,
PRSI,,,,,,
CMGR,,,,,,
BSVN,,,,,,
NIMU,,,,,,
PDEX,,,,,,
OVTZ,,,,,,
SDVI,,,,,,
NSEC,,,,,,
LE,,,,,,
LBTI,,,,,,
TWIN,,,,,,
DUOT,,,,,,
TSRI,,,,,,
SENR,,,,,,
IDW,,,,,,
HQDA,,,,,,
DYNR,,,,,,
GCBC,,,,,,
CRTG,,,,,,
EYEN,,,,,,
SYN,,,,,,
VRNA,,,,,,
MULG,,,,,,
HBIS,,,,,,
PBAJ,,,,,,
SIF,,,,,,
LODE,,,,,,
LMPX,,,,,,
CLRO,,,,,,
MHTX,,,,,,
ITI,,,,,,
DSS,,,,,,
TIG,,,,,,
CZWI,,,,,,
MSP,,,,,,
VWTR,,,,,,
FULO,,,,,,
TBBA,,,,,,
BZYR,,,,,,
ZYME,,,,,,
AADI,,,,,,
SMDM,,,,,,
MILC,,,,,,
SLNG,,,,,,
UMEWF,,,,,,
USNU,,,,,,
GIGA,,,,,,
IDA,,,,,,
BUDZ,,,,,,
CAPR,,,,,,
FIND,,,,,,
MLVF,,,,,,
PCYG,,,,,,
JSHG,,,,,,
WFCF,,,,,,
GWSN,,,,,,
VNUE,,,,,,
DAIO,,,,,,
ZLAB,,,,,,
SUN,,,,,,
PGLO,,,,,,
INTI,,,,,,
APSI,,,,,,
FHTF,,,,,,
ISIG,,,,,,
TAUG,,,,,,
RRTS,,,,,,
TCI,,,,,,
OUNZ,,,,,,
HGYN,,,,,,
TPTW,,,,,,
HR,,,,,,
INO,,,,,,
DKL,,,,,,
IINX,,,,,,
AMMX,,,,,,
HHS,,,,,,
GLNS,,,,,,
LITH,,,,,,
NRBO,,,,,,
CNGT,,,,,,
STCB,,,,,,
SFOR,,,,,,
KITL,,,,,,
FUSN,,,,,,
ATLO,,,,,,
THCT,,,,,,
IMRA,,,,,,
LBUY,,,,,,
MNTK,,,,,,
BYFC,,,,,,
FRTG,,,,,,
AVDL,,,,,,
PAYS,,,,,,
GDMK,,,,,,
BUKS,,,,,,
AFPW,,,,,,
FJHL,,,,,,
CLOW,,,,,,
ABWN,,,,,,
OMEG,,,,,,
CLXT,,,,,,
ASPS,,,,,,
JUVF,,,,,,
MITI,,,,,,
REFR,,,,,,
SEVN,,,,,,
JAKK,,,,,,
LTUM,,,,,,
FKYS,,,,,,
PALI,,,,,,
FFBW,,,,,,
NGLD,,,,,,
VERY,,,,,,
RETC,,,,,,
VCOR,,,,,,
MMMW,,,,,,
WMC,,,,,,
MIC,,,,,,
HSAQ,,,,,,
JANL,,,,,,
RNWK,,,,,,
REAL,,,,,,
EMRN,,,,,,
GTIM,,,,,,
TLFA,,,,,,
SDWL,,,,,,
RZZN,,,,,,
GTBIF,,,,,,
SYTE,,,,,,
OMER,,,,,,
OPVS,,,,,,
UAMY,,,,,,
INRD,,,,,,
CPTP,,,,,,
HHSE,,,,,,
YEWB,,,,,,
MFCO,,,,,,
EARN,,,,,,
NTRA,,,,,,
CHUC,,,,,,
SISI,,,,,,
ARC,,,,,,
NBEV,,,,,,
LGIQ,,,,,,
THRO,,,,,,
SVFD,,,,,,
RAYT,,,,,,
FUNC,,,,,,
CVV,,,,,,
ACRX,,,,,,
FSFG,,,,,,
MSSV,,,,,,
BANT,,,,,,
VTSI,,,,,,
BLIN,,,,,,
NANN,,,,,,
PTZH,,,,,,
BABB,,,,,,
BCTF,,,,,,
CIZN,,,,,,
ATXS,,,,,,
CKPT,,,,,,
ENZ,,,,,,
INVE,,,,,,
NUMD,,,,,,
TAYD,,,,,,
PGID,,,,,,
PSTI,,,,,,
ISBC,,,,,,
NBGV,,,,,,
REEMF,,,,,,
SBT,,,,,,
DAN,,,,,,
SSKN,,,,,,
PFSF,,,,,,
BIOL,,,,,,
SMTI,,,,,,
NAII,,,,,,
VYST,,,,,,
GTHR,,,,,,
KGNR,,,,,,
APHE,,,,,,
ALDA,,,,,,
SHNL,,,,,,
MLFB,,,,,,
